trip_id,ambulance_id,start_time,distance_km,expected_duration_min,time_of_day,congestion_level,avg_speed_kmph,weather_condition,weather_severity,visibility_m,speed_drop_rate,delay_minutes,delay_cause,actual_duration_min,active_trip_time_min,availability_time_min
T1435,A22,05-09-2025 13:39,11.28,16.92,Morning Peak,Low,59.78,Clear,0,917,0.0129,0.05,No Delay,16.97,3.58,15.35
T1436,A22,23-09-2025 23:59,24.83,37.24,Night,Low,56.05,Clear,0,976,0.113,-1.14,Weather,36.1,23.41,21.43
T1437,A14,28-09-2025 19:10,28.01,42.02,Morning Peak,High,22.29,Clear,0,794,0.3294,9.46,Traffic,51.48,24.18,31.49
T1438,A49,18-09-2025 23:35,2.69,4.04,Morning Peak,High,30.26,Clear,0,967,0.2046,0.82,Traffic,4.86,4.28,3.32
T1439,A4,13-09-2025 23:08,7.44,11.16,Afternoon,High,20.77,Clear,0,938,0.2491,4.38,Traffic,15.54,3.16,19.59
T1440,A8,13-09-2025 03:41,18.88,28.32,Morning Peak,Low,49.29,Clear,0,894,0.1002,0.75,Weather,29.07,22.96,13.11
T1441,A1,22-09-2025 13:06,23.23,34.84,Morning Peak,High,18.48,Fog,2,370,0.7826,18.62,Incident,53.46,10.41,45.95
T1442,A40,01-09-2025 22:49,18.08,27.12,Afternoon,High,28.7,Clear,0,935,0.1724,13.7,Traffic,40.82,9.88,35.43
T1443,A19,25-09-2025 23:08,12.61,18.91,Night,Low,53.84,Clear,0,918,0.0702,1.07,No Delay,19.98,1.85,24.92
T1444,A28,02-09-2025 07:21,29.61,44.41,Evening Peak,High,14.82,Clear,0,817,0.8389,26.15,Incident,70.56,9.57,62.71
T1445,A47,24-09-2025 06:58,9.57,14.36,Evening Peak,Medium,31.18,Rain,1,478,0.0902,2.75,Traffic,17.11,8.22,15.98
T1446,A20,16-09-2025 05:32,27.86,41.79,Afternoon,High,27.69,Fog,2,168,0.2737,10.57,Weather,52.36,7.12,54.56
T1447,A41,12-09-2025 14:14,15.21,22.82,Afternoon,Low,47.67,Storm,3,292,0.4978,3.25,Weather,26.07,4.09,27
T1448,A7,08-09-2025 03:53,3.08,4.62,Evening Peak,Low,34.84,Fog,2,242,0.448,1.01,Weather,5.63,4.86,3.68
T1449,A33,01-09-2025 05:38,4.97,7.46,Afternoon,Low,55.84,Clear,0,854,0.2319,-0.16,No Delay,7.3,1.73,8.15
T1450,A2,09-09-2025 13:48,18.36,27.54,Night,Low,42.3,Clear,0,780,0.1835,0.27,No Delay,27.81,20.88,10.66
T1451,A26,05-09-2025 10:54,22.86,34.29,Evening Peak,Medium,23.7,Clear,0,926,0,6.44,Traffic,40.73,18.08,29.89
T1452,A1,21-09-2025 22:32,23.69,35.54,Morning Peak,High,24.81,Rain,1,615,0.2709,16.63,Traffic,52.17,8.64,47.79
T1453,A36,08-09-2025 13:03,14.19,21.29,Evening Peak,High,8.68,Rain,1,481,1.2981,7.32,Incident,28.61,5.05,23.94
T1454,A23,11-09-2025 21:07,5.97,8.96,Morning Peak,Medium,32.38,Clear,0,944,0.2696,2.73,Traffic,11.69,8.03,10.27
T1455,A13,30-09-2025 23:06,23.48,35.22,Evening Peak,High,23.69,Clear,0,853,0.7475,16.64,Incident,51.86,41.71,17.45
T1456,A48,06-09-2025 01:15,7.99,11.99,Night,Low,47.6,Clear,0,1009,0,-0.13,No Delay,11.86,3.66,14.44
T1457,A14,03-09-2025 19:06,29.49,44.23,Night,High,19.24,Fog,2,349,0.488,11.66,Weather,55.89,3.35,54.98
T1458,A24,20-09-2025 06:25,12.17,18.26,Morning Peak,High,24.19,Rain,1,661,1.0359,6.55,Incident,24.81,21.39,7.78
T1459,A11,16-09-2025 00:55,25.08,37.62,Morning Peak,High,16.59,Fog,2,196,0.767,18.7,Incident,56.32,7.38,59.85
T1460,A12,08-09-2025 06:52,7.3,10.95,Afternoon,Medium,31.99,Clear,0,806,0.139,4.74,Traffic,15.69,0.85,18.96
T1461,A9,09-09-2025 12:50,26.54,39.81,Afternoon,Medium,36.91,Fog,2,251,0,7.84,No Delay,47.65,11.39,42.46
T1462,A16,19-09-2025 19:58,18.68,28.02,Evening Peak,High,29.45,Clear,0,1008,0.0521,10.18,Traffic,38.2,27.37,16.57
T1463,A24,01-09-2025 21:11,9.51,14.26,Night,Low,48.2,Clear,0,932,0.1802,-0.46,No Delay,13.8,3.99,13.43
T1464,A39,11-09-2025 02:34,16.36,24.54,Night,Low,53.47,Clear,0,1037,0.0327,-0.54,No Delay,24,17.8,13.69
T1465,A43,17-09-2025 09:20,23.01,34.52,Night,Low,41.07,Clear,0,783,0.0784,0.94,No Delay,35.46,6.17,33.4
T1466,A45,03-09-2025 06:12,12.65,18.98,Night,Low,55.58,Clear,0,886,0.1651,0.76,No Delay,19.74,16.69,5.96
T1467,A32,24-09-2025 03:36,29.95,44.93,Morning Peak,Medium,28.16,Rain,1,498,0.2634,17.87,Traffic,62.8,0.08,63.14
T1468,A12,13-09-2025 14:00,11.74,17.61,Morning Peak,High,18.7,Clear,0,1011,1.2204,11.37,Incident,28.98,18.77,13.6
T1469,A16,11-09-2025 05:09,22.74,34.11,Night,Medium,44.91,Clear,0,990,0,1.43,No Delay,35.54,24.71,14.43
T1470,A31,26-09-2025 14:28,14.64,21.96,Afternoon,Low,44.53,Clear,0,747,0,0.02,No Delay,21.98,14.27,10.13
T1471,A24,08-09-2025 06:07,10.63,15.95,Morning Peak,High,12.97,Rain,1,524,0.5482,8.16,Incident,24.11,14.3,13.56
T1472,A47,05-09-2025 12:03,21.69,32.54,Afternoon,High,16.48,Fog,2,224,1.1046,19.77,Incident,52.31,11.37,40.4
T1473,A10,20-09-2025 02:40,4.92,7.38,Evening Peak,Medium,18.95,Storm,3,146,1.0769,2.94,Incident,10.32,9.03,6.57
T1474,A35,05-09-2025 02:53,7.18,10.77,Evening Peak,High,32.76,Clear,0,816,0.1292,2.66,Traffic,13.43,9.2,10.51
T1475,A47,05-09-2025 10:27,25.68,38.52,Morning Peak,High,33.91,Clear,0,927,0.2901,15.27,Traffic,53.79,12.15,52.03
T1476,A2,25-09-2025 10:21,16.54,24.81,Night,Low,37.95,Clear,0,926,0.0511,0.93,No Delay,25.74,3.14,26.45
T1477,A36,06-09-2025 12:03,15.91,23.86,Morning Peak,Medium,35.15,Clear,0,930,0.3149,9.84,Traffic,33.7,29.68,6.98
T1478,A9,04-09-2025 23:34,3.67,5.5,Night,Low,45.86,Clear,0,1034,0.0577,0.03,No Delay,5.53,1,8.57
T1479,A2,03-09-2025 03:51,13.99,20.98,Morning Peak,Medium,8.09,Clear,0,792,1.1411,6.19,Incident,27.17,21.29,12.56
T1480,A38,01-09-2025 03:10,12.83,19.24,Evening Peak,High,12.36,Rain,1,561,1.2667,12.05,Traffic,31.29,7.33,27.5
T1481,A10,02-09-2025 05:48,4.84,7.26,Evening Peak,High,22.45,Rain,1,504,1.2391,2.47,Incident,9.73,3.56,12.13
T1482,A23,14-09-2025 15:16,14.38,21.57,Morning Peak,High,23.23,Fog,2,229,0.8537,9.73,Traffic,31.3,12.7,26.37
T1483,A48,20-09-2025 01:30,21.37,32.05,Evening Peak,Medium,24.08,Clear,0,947,0.1503,12.86,Traffic,44.91,2.39,43.53
T1484,A33,12-09-2025 23:48,21.46,32.19,Evening Peak,High,8.2,Rain,1,462,0.7122,19.22,Incident,51.41,17.68,38.28
T1485,A8,01-09-2025 05:55,13.56,20.34,Afternoon,Medium,44.12,Clear,0,855,0.1574,0.4,No Delay,20.74,14.13,12.07
T1486,A39,09-09-2025 02:44,11.69,17.54,Evening Peak,Medium,33.81,Clear,0,809,0.0128,0.33,No Delay,17.87,3.68,16.45
T1487,A37,19-09-2025 20:22,18.54,27.81,Afternoon,Medium,29.61,Storm,3,118,0.5634,3.78,Weather,31.59,12.39,21.29
T1488,A36,24-09-2025 15:33,9.63,14.45,Afternoon,Medium,40.01,Fog,2,382,0.52,1.99,Weather,16.44,4.15,19.46
T1489,A45,19-09-2025 00:06,6.83,10.25,Evening Peak,Low,40.24,Storm,3,205,0.1407,2.37,Weather,12.62,3.58,14.11
T1490,A11,21-09-2025 10:56,2.37,3.56,Evening Peak,Medium,43.14,Clear,0,1030,0,-0.04,Weather,3.52,2.79,8.36
T1491,A14,15-09-2025 13:11,29.91,44.87,Afternoon,Low,56.06,Rain,1,491,0.3311,13.38,Weather,58.25,6.8,60.92
T1492,A18,18-09-2025 17:16,9.85,14.78,Afternoon,Low,44.16,Clear,0,928,0.2065,-0.07,No Delay,14.71,7.6,11.19
T1493,A1,08-09-2025 20:20,11.91,17.87,Evening Peak,High,27.26,Clear,0,926,0.3508,4.86,Traffic,22.73,1.59,22.99
T1494,A41,20-09-2025 12:15,24.49,36.73,Morning Peak,Medium,54.02,Fog,2,294,0.1467,5.14,Weather,41.87,34.43,14.65
T1495,A11,05-09-2025 07:09,2.22,3.33,Afternoon,Medium,59.78,Clear,0,928,0.1673,0.05,No Delay,3.38,0.24,10.15
T1496,A24,01-09-2025 09:35,27.34,41.01,Afternoon,Low,19.91,Fog,2,349,0.4867,7.13,Weather,48.14,26.47,26.08
T1497,A1,02-09-2025 02:06,18.76,28.14,Morning Peak,High,32.17,Rain,1,600,0.1816,13.14,Traffic,41.28,10.79,35.22
T1498,A3,16-09-2025 18:52,28.25,42.38,Evening Peak,High,27.39,Rain,1,581,0.0881,17.99,Traffic,60.37,34.77,34.1
T1499,A9,12-09-2025 01:55,23.39,35.09,Morning Peak,High,43.11,Clear,0,882,0.1381,10.17,Traffic,45.26,28.84,22.53
T1500,A20,14-09-2025 14:51,22.79,34.19,Evening Peak,High,23.99,Clear,0,844,0.2725,10.66,Traffic,44.85,24.99,23.03
T1501,A16,06-09-2025 18:05,26.78,40.17,Morning Peak,High,22.56,Clear,0,877,0.1509,17.48,Traffic,57.65,38.51,23.85
T1502,A36,13-09-2025 23:46,21.79,32.68,Evening Peak,High,36.99,Clear,0,875,0.2592,14.56,Traffic,47.24,31.21,21.74
T1503,A30,05-09-2025 16:23,22.14,33.21,Afternoon,High,24.67,Storm,3,240,0.5612,21.28,Incident,54.49,30.46,30.87
T1504,A27,22-09-2025 22:12,18.83,28.24,Night,Low,47.8,Clear,0,1023,0.0648,-0.52,No Delay,27.72,2.96,31.28
T1505,A3,28-09-2025 21:05,13.84,20.76,Evening Peak,High,25.65,Rain,1,518,0.0584,10.73,Traffic,31.49,2.83,35.83
T1506,A40,25-09-2025 12:02,20.27,30.41,Evening Peak,Low,44.42,Clear,0,1047,0.1092,0.4,No Delay,30.81,26.83,10.49
T1507,A3,19-09-2025 23:29,27.53,41.3,Evening Peak,Medium,29.99,Clear,0,821,0.2204,16.42,Traffic,57.72,29.2,30.51
T1508,A11,20-09-2025 05:59,21.65,32.48,Evening Peak,Medium,20.62,Rain,1,457,0,13.8,Traffic,46.28,30.31,19.26
T1509,A30,15-09-2025 02:59,20.91,31.37,Morning Peak,High,18.41,Clear,0,772,0.8367,10.46,Incident,41.83,19.73,24.35
T1510,A46,07-09-2025 11:18,21.59,32.38,Evening Peak,High,35.28,Clear,0,860,0.3872,9.18,Traffic,41.56,10.79,40.85
T1511,A5,04-09-2025 23:24,24.75,37.12,Night,Medium,36.79,Clear,0,860,0.2339,8.64,Traffic,45.76,9.94,39.45
T1512,A15,27-09-2025 17:58,26.21,39.31,Afternoon,Low,38.96,Fog,2,294,0.071,7.45,Weather,46.76,3.46,53.5
T1513,A34,04-09-2025 03:49,10.7,16.05,Night,Low,37.45,Clear,0,897,0.0847,0.17,No Delay,16.22,0.14,19
T1514,A21,06-09-2025 06:20,4.35,6.52,Night,Medium,16.13,Storm,3,133,0.4848,3.92,Incident,10.44,9.35,5.75
T1515,A40,01-09-2025 03:10,6.11,9.16,Night,Medium,26.31,Rain,1,589,0.4296,2.93,Traffic,12.09,7.14,11.02
T1516,A12,12-09-2025 20:56,28.37,42.55,Morning Peak,Medium,28.46,Clear,0,882,0.0384,17.53,Traffic,60.08,31.38,37.47
T1517,A44,24-09-2025 19:41,4.07,6.11,Night,Low,45.09,Clear,0,864,0.1126,0.19,No Delay,6.3,0.07,9.73
T1518,A31,21-09-2025 17:33,22.18,33.27,Morning Peak,High,23.17,Clear,0,892,0.3484,11.74,Traffic,45.01,30.71,16.43
T1519,A30,23-09-2025 23:06,15.77,23.66,Morning Peak,Medium,28.99,Clear,0,829,0.1047,8.51,Traffic,32.17,22.99,17.04
T1520,A49,11-09-2025 22:53,20.03,30.05,Night,Low,40.93,Fog,2,294,0.4773,4.67,Weather,34.72,11.03,28.08
T1521,A45,27-09-2025 11:35,8.38,12.57,Afternoon,Low,36.23,Storm,3,144,0.424,3.55,Weather,16.12,9.15,10.86
T1522,A16,02-09-2025 03:18,29.82,44.73,Morning Peak,High,26,Clear,0,933,0.0387,23.17,Traffic,67.9,10.91,62.13
T1523,A34,06-09-2025 23:17,24.72,37.08,Night,Low,44.06,Clear,0,940,0,0.53,No Delay,37.61,26.18,16.12
T1524,A24,15-09-2025 16:35,28.4,42.6,Night,High,10.22,Rain,1,469,1.1657,16.48,Incident,59.08,51.16,12.73
T1525,A6,22-09-2025 15:50,14.32,21.48,Evening Peak,Medium,22.35,Clear,0,948,0.1855,8.73,Traffic,30.21,7.16,27.2
T1526,A3,17-09-2025 00:50,7.5,11.25,Afternoon,Low,46.3,Clear,0,878,0.0617,0.23,No Delay,11.48,10.12,7.95
T1527,A47,07-09-2025 15:17,29.66,44.49,Evening Peak,High,8.41,Rain,1,608,0.5172,18.14,Incident,62.63,21.39,41.98
T1528,A36,05-09-2025 15:50,23,34.5,Afternoon,Low,48.57,Clear,0,850,0.1325,1.63,No Delay,36.13,23.73,16.68
T1529,A25,10-09-2025 14:31,4.58,6.87,Afternoon,High,44.81,Storm,3,115,0.3582,0.72,Weather,7.59,2.21,8.63
T1530,A47,20-09-2025 17:02,21.85,32.77,Morning Peak,High,34,Clear,0,1020,0.3675,14.85,Traffic,47.62,20.62,31.07
T1531,A16,20-09-2025 04:19,6.89,10.33,Evening Peak,High,27.78,Clear,0,956,0.1044,3.86,Traffic,14.19,6.13,13
T1532,A5,01-09-2025 11:39,23.18,34.77,Night,High,6.38,Storm,3,238,1.1711,20.16,Incident,54.93,20.15,35.91
T1533,A12,27-09-2025 11:08,8.39,12.59,Night,Medium,23.97,Rain,1,611,0.0824,2.82,Traffic,15.41,4.47,15.57
T1534,A26,17-09-2025 15:35,6.92,10.38,Morning Peak,High,21.43,Clear,0,1026,0.2842,5.13,Traffic,15.51,4.8,18.34
T1535,A45,23-09-2025 07:54,23.42,35.13,Morning Peak,High,27.91,Rain,1,596,0.0634,10.2,Traffic,45.33,16.68,31.56
T1536,A12,30-09-2025 14:50,6.16,9.24,Morning Peak,High,25.06,Rain,1,640,0.3084,1.95,Traffic,11.19,1.8,15.29
T1537,A19,14-09-2025 05:09,19.68,29.52,Afternoon,High,12.09,Rain,1,497,0.6889,11.02,Incident,40.54,31.7,11.51
T1538,A38,14-09-2025 07:05,28.96,43.44,Evening Peak,Medium,27.46,Rain,1,542,0.1397,12.24,Traffic,55.68,5.3,61.21
T1539,A19,23-09-2025 00:35,9.68,14.52,Afternoon,Medium,49.16,Fog,2,217,0.4856,4.16,Weather,18.68,7.46,12.95
T1540,A18,20-09-2025 10:27,10.37,15.55,Night,Low,43.92,Clear,0,956,0,-0.1,No Delay,15.45,10.93,12.16
T1541,A31,15-09-2025 07:44,11.94,17.91,Morning Peak,Medium,36.94,Storm,3,133,0.5405,4.53,Weather,22.44,6.02,20.85
T1542,A36,29-09-2025 08:16,9.67,14.5,Night,Medium,46.83,Clear,0,806,0.0862,-0.53,No Delay,13.97,1.14,20.39
T1543,A50,14-09-2025 21:05,24.77,37.16,Evening Peak,Medium,32.71,Clear,0,880,0.3116,12.67,Traffic,49.83,13.2,40.78
T1544,A25,19-09-2025 13:04,15.19,22.79,Afternoon,High,29.78,Clear,0,994,0.1713,6.65,Traffic,29.44,18.53,17.27
T1545,A34,22-09-2025 11:22,17.62,26.43,Night,Low,56.28,Clear,0,1075,0.0951,1.43,No Delay,27.86,8.87,20.96
T1546,A43,01-09-2025 23:54,16.03,24.05,Night,Medium,27.05,Rain,1,472,0.4013,7.41,Weather,31.46,15.1,18.88
T1547,A38,15-09-2025 22:16,18.87,28.3,Night,Low,54.42,Clear,0,949,0,0.61,No Delay,28.91,25.07,6.52
T1548,A28,21-09-2025 09:18,3.81,5.71,Evening Peak,Medium,34.24,Clear,0,904,0.0834,1.52,Traffic,7.23,0.01,9.21
T1549,A37,20-09-2025 13:53,7.11,10.67,Afternoon,Low,51.46,Clear,0,952,0.0261,0,No Delay,10.67,1.2,16.88
T1550,A27,01-09-2025 16:24,21.93,32.9,Morning Peak,Low,40.91,Storm,3,257,0.2732,14.77,No Delay,47.67,31.41,22.88
T1551,A45,15-09-2025 06:22,24.22,36.33,Evening Peak,High,27.04,Clear,0,851,0.1724,10.3,Traffic,46.63,29.85,21.2
T1552,A33,09-09-2025 22:32,22.04,33.06,Morning Peak,Medium,35.81,Rain,1,555,0.1789,12.54,Traffic,45.6,31.3,16.37
T1553,A24,28-09-2025 12:15,13.24,19.86,Afternoon,High,15.32,Fog,2,233,0.5756,10.18,Incident,30.04,20.58,11.57
T1554,A19,14-09-2025 18:34,10.36,15.54,Night,Low,47.06,Clear,0,958,0,-0.56,No Delay,14.98,0.77,21.5
T1555,A30,16-09-2025 17:20,29.97,44.95,Evening Peak,High,23.43,Clear,0,889,1.2391,25.9,Incident,70.85,1.37,82.14
T1556,A41,07-09-2025 13:22,6.96,10.44,Afternoon,Low,40.01,Clear,0,903,0.0126,-0.24,No Delay,10.2,4.04,12.2
T1557,A20,28-09-2025 14:14,13.03,19.54,Morning Peak,High,23,Clear,0,770,0.6318,11.24,Incident,30.78,20.23,17.89
T1558,A17,19-09-2025 19:39,18.94,28.41,Morning Peak,Medium,30.28,Rain,1,611,0.4676,4.65,Weather,33.06,16.77,17.65
T1559,A15,07-09-2025 21:55,23.42,35.13,Afternoon,High,16.79,Rain,1,642,0.0835,15.44,Traffic,50.57,37.53,18.65
T1560,A14,18-09-2025 09:35,27.32,40.98,Evening Peak,High,21.72,Storm,3,146,1.1061,22.02,Incident,63,6.56,61.15
T1561,A12,23-09-2025 18:43,19.11,28.66,Morning Peak,High,7.8,Fog,2,379,1.2791,10.8,Traffic,39.46,18.14,29.36
T1562,A44,19-09-2025 20:29,15.11,22.66,Night,Low,48.07,Clear,0,867,0.075,0.53,No Delay,23.19,7.78,24.24
T1563,A43,24-09-2025 09:59,8.82,13.23,Morning Peak,High,33.01,Clear,0,966,0.0553,4.23,Traffic,17.46,11.64,9.05
T1564,A39,26-09-2025 01:55,26.57,39.86,Morning Peak,High,25.6,Clear,0,859,0.2457,18.03,Traffic,57.89,9.37,49.69
T1565,A32,06-09-2025 09:04,6.81,10.21,Morning Peak,Medium,56.32,Fog,2,389,0.1543,2.75,Weather,12.96,4.6,10.48
T1566,A2,15-09-2025 05:36,9.47,14.21,Morning Peak,High,27.04,Rain,1,457,0.2465,5.1,Traffic,19.31,9.74,16.13
T1567,A23,28-09-2025 11:45,2.31,3.47,Evening Peak,High,28.53,Rain,1,513,0.3402,0.86,Traffic,4.33,1.96,9.53
T1568,A15,14-09-2025 17:45,22.93,34.4,Night,Medium,32.67,Storm,3,266,0.0844,11.18,Weather,45.58,15.73,37.74
T1569,A31,01-09-2025 00:42,13.56,20.34,Morning Peak,High,23.95,Fog,2,308,0.9022,12.97,Incident,33.31,20.98,19.55
T1570,A10,23-09-2025 00:01,8.28,12.42,Morning Peak,High,35.02,Rain,1,470,0.3374,5.54,Traffic,17.96,4.83,16.91
T1571,A49,02-09-2025 05:08,18.06,27.09,Night,Medium,41.6,Clear,0,996,0,-0.14,No Delay,26.95,20.22,8.62
T1572,A21,29-09-2025 16:02,16.99,25.48,Evening Peak,Medium,21.14,Fog,2,244,0.6904,12,Traffic,37.48,28.21,11.82
T1573,A14,26-09-2025 22:44,11.82,17.73,Morning Peak,Low,37.61,Clear,0,868,0,0.1,No Delay,17.83,12.8,10.44
T1574,A24,23-09-2025 19:56,4.47,6.7,Afternoon,Medium,36.26,Fog,2,308,0.3646,2.03,Weather,8.73,1.52,13.25
T1575,A48,26-09-2025 19:58,18.52,27.78,Afternoon,Low,35.86,Storm,3,142,0.4064,4.31,Weather,32.09,25.82,13.43
T1576,A39,01-09-2025 20:45,29.82,44.73,Morning Peak,Low,32.94,Fog,2,156,0.4444,12.86,Weather,57.59,48.8,14.58
T1577,A39,13-09-2025 22:16,20.92,31.38,Afternoon,Medium,10.38,Rain,1,610,0.8345,8.79,Incident,40.17,18.86,26.7
T1578,A47,04-09-2025 09:09,29.97,44.95,Afternoon,Low,35.46,Clear,0,924,0,2.07,No Delay,47.02,2.97,48.15
T1579,A1,26-09-2025 19:58,4.85,7.27,Morning Peak,High,22.32,Clear,0,990,0.282,2.44,Traffic,9.71,4.9,10.56
T1580,A20,05-09-2025 04:20,16.92,25.38,Afternoon,Medium,34.68,Clear,0,989,0.3374,9.58,Traffic,34.96,2.63,36.96
T1581,A5,20-09-2025 10:35,12.13,18.2,Afternoon,Medium,19.97,Storm,3,143,0.603,5.62,Incident,23.82,15.45,12.85
T1582,A18,05-09-2025 02:12,23.65,35.47,Night,High,14.83,Storm,3,189,0.6666,22.67,Incident,58.14,9.3,55.51
T1583,A5,25-09-2025 06:48,3.57,5.35,Night,High,17.27,Clear,0,891,0.5522,2.31,Incident,7.66,4.23,10.02
T1584,A28,28-09-2025 01:19,8.67,13,Morning Peak,High,22.79,Rain,1,628,0.9064,4.21,Incident,17.21,4.5,15.5
T1585,A8,02-09-2025 07:35,5.77,8.65,Night,Low,44.03,Fog,2,344,0.2134,1.06,Weather,9.71,7.73,8.72
T1586,A46,25-09-2025 18:37,22.32,33.48,Evening Peak,High,36.14,Clear,0,808,0.1687,10.34,Traffic,43.82,22.8,26.22
T1587,A42,30-09-2025 19:55,13.09,19.63,Afternoon,Low,47.6,Clear,0,924,0,0.12,No Delay,19.75,5.79,16.31
T1588,A14,02-09-2025 06:30,10.49,15.73,Evening Peak,High,14.24,Storm,3,191,1.0563,7.28,Incident,23.01,0.18,27
T1589,A46,11-09-2025 02:13,25.62,38.43,Evening Peak,High,23.65,Fog,2,184,0.4217,4.97,Weather,43.4,22.19,24.17
T1590,A12,23-09-2025 11:55,29.29,43.93,Afternoon,High,40.17,Fog,2,198,0.1425,9.51,Weather,53.44,37.7,21.61
T1591,A38,01-09-2025 23:37,28.68,43.02,Night,Medium,55.3,Rain,1,617,0.2585,5.32,Weather,48.34,17.63,38.26
T1592,A23,06-09-2025 02:46,22.58,33.87,Evening Peak,Medium,25.18,Fog,2,247,0.2326,13.55,Weather,47.42,2.08,52.04
T1593,A27,23-09-2025 01:11,27.06,40.59,Evening Peak,High,12.92,Fog,2,333,0.5984,18.62,Incident,59.21,42.37,20.82
T1594,A25,29-09-2025 05:06,13.02,19.53,Afternoon,Low,41.14,Fog,2,228,0.0215,5.51,Weather,25.04,7.4,25.68
T1595,A17,18-09-2025 04:59,18.92,28.38,Morning Peak,High,15.07,Storm,3,122,0.4967,11.73,Incident,40.11,15.59,32.21
T1596,A4,08-09-2025 02:24,27.29,40.94,Morning Peak,High,23.28,Rain,1,571,1.0427,24.1,Incident,65.04,54.96,17.16
T1597,A43,30-09-2025 10:20,16.08,24.12,Evening Peak,Medium,26.87,Clear,0,883,0.0612,4.78,Traffic,28.9,9.47,19.45
T1598,A36,22-09-2025 06:54,5.71,8.56,Night,Medium,60.27,Clear,0,931,0.0151,0.51,No Delay,9.07,7.1,4.6
T1599,A3,26-09-2025 04:13,23.33,34.99,Evening Peak,High,30.04,Clear,0,942,0.3649,11.55,Traffic,46.54,40.21,12.54
T1600,A23,19-09-2025 10:42,3.78,5.67,Afternoon,High,15.2,Rain,1,459,1.1161,3.57,Incident,9.24,7.78,8.6
T1601,A23,15-09-2025 13:51,2.11,3.17,Morning Peak,Medium,22.37,Fog,2,295,1.0486,1.9,Incident,5.07,1.97,9.94
T1602,A9,07-09-2025 15:42,4.03,6.04,Night,High,39.62,Storm,3,276,0.3033,1.46,Weather,7.5,1.07,14.49
T1603,A2,06-09-2025 08:47,26.45,39.67,Afternoon,Medium,16.38,Storm,3,220,1.0361,20.75,Incident,60.42,54.31,13.62
T1604,A23,27-09-2025 05:51,6.14,9.21,Night,Low,45.38,Clear,0,976,0.1833,0.43,No Delay,9.64,5.24,8.85
T1605,A36,18-09-2025 00:28,21.39,32.09,Afternoon,High,13.99,Rain,1,749,0.8107,14.58,Incident,46.67,36.43,16.88
T1606,A39,25-09-2025 09:08,23.74,35.61,Afternoon,Low,28.2,Storm,3,221,0.0758,14.68,Weather,50.29,26.74,30.68
T1607,A16,04-09-2025 19:41,23.4,35.1,Morning Peak,Low,29.88,Fog,2,254,0,7.03,Weather,42.13,18.68,33.6
T1608,A17,03-09-2025 01:01,24.07,36.11,Night,High,17.74,Rain,1,478,1.334,18.74,Incident,54.85,13.89,43.17
T1609,A3,18-09-2025 21:28,19.34,29.01,Night,High,40.4,Storm,3,102,0.4734,3.03,Weather,32.04,23.5,14.33
T1610,A2,25-09-2025 18:14,5.19,7.79,Night,Low,36.6,Clear,0,933,0.0704,-0.31,No Delay,7.48,6.27,7.59
T1611,A33,29-09-2025 03:12,23.25,34.88,Afternoon,Low,34.6,Clear,0,853,0.074,0.15,No Delay,35.03,4.27,37.31
T1612,A21,18-09-2025 00:16,12.71,19.07,Morning Peak,High,30.96,Fog,2,288,0.2439,4.34,Traffic,23.41,3.95,24.71
T1613,A30,29-09-2025 22:39,3.57,5.35,Night,Low,37.18,Clear,0,967,0.1599,-0.2,No Delay,5.15,1.35,8.06
T1614,A38,28-09-2025 15:10,16.97,25.45,Morning Peak,High,28.14,Rain,1,425,0.0672,5.99,Traffic,31.44,24.42,9.97
T1615,A16,08-09-2025 17:16,2.57,3.85,Night,Low,36.27,Storm,3,212,0.315,1.42,Weather,5.27,3.55,6.34
T1616,A50,20-09-2025 12:43,18.78,28.17,Evening Peak,High,23.21,Clear,0,971,0.2574,6.06,Traffic,34.23,24.66,16.91
T1617,A7,03-09-2025 07:58,12.74,19.11,Afternoon,High,31.94,Rain,1,397,0.2631,5.36,Traffic,24.47,15.24,16.84
T1618,A19,14-09-2025 10:47,24.76,37.14,Evening Peak,Medium,19.68,Clear,0,1024,0,16.64,Traffic,53.78,42.4,14.49
T1619,A26,17-09-2025 17:49,14.82,22.23,Night,Low,44.9,Clear,0,1046,0.0386,-0.12,No Delay,22.11,16.6,13.36
T1620,A50,14-09-2025 05:28,4.65,6.98,Afternoon,Low,46.25,Clear,0,935,0,-0.09,No Delay,6.89,0.11,12.36
T1621,A31,23-09-2025 11:54,11.41,17.12,Evening Peak,Medium,38.85,Fog,2,362,0.4022,4.83,Weather,21.95,12.46,13.49
T1622,A2,16-09-2025 01:41,10.7,16.05,Night,Low,44.35,Clear,0,830,0.0976,0.4,No Delay,16.45,3.51,17.14
T1623,A2,14-09-2025 12:32,17.45,26.17,Evening Peak,High,39.83,Clear,0,1006,0.2069,6.66,Traffic,32.83,1.58,33.94
T1624,A25,18-09-2025 02:56,14.88,22.32,Night,Low,39.97,Clear,0,931,0.0337,0.48,No Delay,22.8,8.13,21.12
T1625,A29,12-09-2025 05:11,26.29,39.44,Afternoon,Medium,56.18,Clear,0,899,0.0351,-1.54,No Delay,37.9,30.8,10.99
T1626,A44,16-09-2025 18:33,7.45,11.18,Night,Medium,29.32,Fog,2,381,0.1159,4.01,Weather,15.19,9.35,8.33
T1627,A44,24-09-2025 04:53,3.96,5.94,Morning Peak,Medium,36.82,Fog,2,326,0.2101,1.58,Weather,7.52,3.86,8.03
